Selection,Features,Classifier,Param1,Param2,Param3,Param4,Param5,Accuracy,Var
mutual_info_classif,50,Perceptron,l2,1.00E-05,FALSE,0.01,,0.903013251,0.000202723
chi2,85,Perceptron,l2,1.00E-05,FALSE,1.00E-07,,0.903013251,2.34E-05
chi2,85,Perceptron,l2,1.00E-05,FALSE,1.00E-06,,0.903013251,2.34E-05
chi2,85,Perceptron,l2,1.00E-05,FALSE,1.00E-05,,0.903013251,2.34E-05
chi2,85,Perceptron,l2,1.00E-05,FALSE,0.0001,,0.903013251,2.34E-05
chi2,85,Perceptron,l2,1.00E-05,FALSE,0.001,,0.903013251,2.34E-05
chi2,70,Perceptron,l2,1.00E-07,TRUE,1.00E-07,,0.903001226,0.000121203
chi2,70,Perceptron,l2,1.00E-07,TRUE,1.00E-06,,0.903001226,0.000121203
chi2,70,Perceptron,l2,1.00E-07,TRUE,1.00E-05,,0.903001226,0.000121203
chi2,70,Perceptron,l2,1.00E-07,TRUE,0.0001,,0.903001226,0.000121203
chi2,70,Perceptron,l2,1.00E-07,TRUE,0.001,,0.903001226,0.000121203
mutual_info_classif,140,Bayes,Multinomial,1.00E-05,TRUE,,,0.903001226,1.36E-05
mutual_info_classif,70,Perceptron,None,1.00E-07,FALSE,0.01,,0.902995214,0.00029569
mutual_info_classif,70,Perceptron,None,1.00E-06,FALSE,0.01,,0.902995214,0.00029569
mutual_info_classif,70,Perceptron,None,1.00E-05,FALSE,0.01,,0.902995214,0.00029569
mutual_info_classif,70,Perceptron,None,0.0001,FALSE,0.01,,0.902995214,0.00029569
mutual_info_classif,70,Perceptron,None,0.001,FALSE,0.01,,0.902995214,0.00029569
mutual_info_classif,70,Perceptron,None,0.01,FALSE,0.01,,0.902995214,0.00029569
mutual_info_classif,70,Perceptron,l1,1.00E-07,FALSE,0.01,,0.902995214,0.00029569
mutual_info_classif,70,Perceptron,l2,1.00E-07,FALSE,0.01,,0.902995214,0.00029569
chi2,50,Perceptron,l2,1.00E-06,FALSE,1.00E-07,,0.902989202,5.19E-05
chi2,50,Perceptron,l2,1.00E-06,FALSE,1.00E-06,,0.902989202,5.19E-05
chi2,50,Perceptron,l2,1.00E-06,FALSE,1.00E-05,,0.902989202,5.19E-05
chi2,50,Perceptron,l2,1.00E-06,FALSE,0.0001,,0.902989202,5.19E-05
chi2,50,Perceptron,l2,1.00E-06,FALSE,0.001,,0.902989202,5.19E-05
mutual_info_classif,115,Perceptron,l1,1.00E-05,TRUE,1.00E-07,,0.902971166,0.000103924
mutual_info_classif,115,Perceptron,l1,1.00E-05,TRUE,1.00E-06,,0.902971166,0.000103924
mutual_info_classif,115,Perceptron,l1,1.00E-05,TRUE,1.00E-05,,0.902971166,0.000103924
mutual_info_classif,115,Perceptron,l1,1.00E-05,TRUE,0.0001,,0.902971166,0.000103924
mutual_info_classif,115,Perceptron,l1,1.00E-05,TRUE,0.001,,0.902971166,0.000103924
mutual_info_classif,115,Perceptron,l1,1.00E-05,TRUE,0.01,,0.902971166,0.000103924
chi2,50,Tree,entropy,best,balanced,,,0.902959142,0.000232577
f_classif,98,Tree,entropy,best,balanced,,,0.902947118,0.00037347
f_classif,98,Perceptron,l1,0.001,TRUE,1.00E-07,balanced,0.902941106,0.000614343
f_classif,98,Perceptron,l1,0.001,TRUE,1.00E-06,balanced,0.902941106,0.000614343
f_classif,98,Perceptron,l1,0.001,TRUE,1.00E-05,balanced,0.902941106,0.000614343
f_classif,98,Perceptron,l1,0.001,TRUE,0.0001,balanced,0.902941106,0.000614343
f_classif,98,Perceptron,l1,0.001,TRUE,0.001,balanced,0.902941106,0.000614343
f_classif,98,Perceptron,l1,0.001,TRUE,0.01,balanced,0.902941106,0.000614343
f_classif,50,Perceptron,l1,1.00E-06,TRUE,1.00E-07,,0.902935094,0.000819432
f_classif,50,Perceptron,l1,1.00E-06,TRUE,1.00E-06,,0.902935094,0.000819432
f_classif,50,Perceptron,l1,1.00E-06,TRUE,1.00E-05,,0.902935094,0.000819432
f_classif,50,Perceptron,l1,1.00E-06,TRUE,0.0001,,0.902935094,0.000819432
f_classif,50,Perceptron,l1,1.00E-06,TRUE,0.001,,0.902935094,0.000819432
f_classif,187,Perceptron,l1,1.00E-05,TRUE,0.01,,0.902929082,0.000630172
mutual_info_classif,187,Perceptron,l1,1.00E-05,TRUE,0.01,,0.902929082,0.000630172
f_classif,187,Tree,gini,random,None,,,0.902063343,0.000597162
mutual_info_classif,70,Perceptron,l1,1.00E-05,TRUE,1.00E-07,,0.902039295,0.000485839
mutual_info_classif,70,Perceptron,l1,1.00E-05,TRUE,1.00E-06,,0.902039295,0.000485839
mutual_info_classif,70,Perceptron,l1,1.00E-05,TRUE,1.00E-05,,0.902039295,0.000485839
mutual_info_classif,70,Perceptron,l1,1.00E-05,TRUE,0.0001,,0.902039295,0.000485839
mutual_info_classif,70,Perceptron,l1,1.00E-05,TRUE,0.001,,0.902039295,0.000485839
f_classif,140,Perceptron,l2,1.00E-07,TRUE,0.01,,0.902027271,0.000816066
f_classif,50,Perceptron,l2,0.0001,FALSE,0.01,,0.902009235,0.000131675
f_classif,85,Tree,gini,random,None,,,0.902009235,2.41E-05
f_classif,187,Perceptron,l2,1.00E-05,FALSE,1.00E-07,balanced,0.902009235,8.39E-05
f_classif,187,Perceptron,l2,1.00E-05,FALSE,1.00E-06,balanced,0.902009235,8.39E-05
f_classif,187,Perceptron,l2,1.00E-05,FALSE,1.00E-05,balanced,0.902009235,8.39E-05
f_classif,187,Perceptron,l2,1.00E-05,FALSE,0.0001,balanced,0.902009235,8.39E-05
f_classif,187,Perceptron,l2,1.00E-05,FALSE,0.001,balanced,0.902009235,8.39E-05
f_classif,187,Perceptron,l2,1.00E-05,FALSE,0.01,balanced,0.902009235,8.39E-05
mutual_info_classif,187,Perceptron,l2,1.00E-05,FALSE,1.00E-07,balanced,0.902009235,8.39E-05
mutual_info_classif,187,Perceptron,l2,1.00E-05,FALSE,1.00E-06,balanced,0.902009235,8.39E-05
mutual_info_classif,187,Perceptron,l2,1.00E-05,FALSE,1.00E-05,balanced,0.902009235,8.39E-05
mutual_info_classif,187,Perceptron,l2,1.00E-05,FALSE,0.0001,balanced,0.902009235,8.39E-05
mutual_info_classif,187,Perceptron,l2,1.00E-05,FALSE,0.001,balanced,0.902009235,8.39E-05
mutual_info_classif,187,Perceptron,l2,1.00E-05,FALSE,0.01,balanced,0.902009235,8.39E-05
f_classif,140,Perceptron,l2,1.00E-06,FALSE,1.00E-07,,0.90199721,0.001090112
f_classif,140,Perceptron,l2,1.00E-06,FALSE,1.00E-06,,0.90199721,0.001090112
f_classif,140,Perceptron,l2,1.00E-06,FALSE,1.00E-05,,0.90199721,0.001090112
f_classif,140,Perceptron,l2,1.00E-06,FALSE,0.0001,,0.90199721,0.001090112
f_classif,140,Perceptron,l2,1.00E-06,FALSE,0.001,,0.90199721,0.001090112
chi2,98,Tree,gini,best,None,,,0.901979174,7.81E-05
chi2,70,Perceptron,l1,1.00E-05,TRUE,1.00E-07,,0.901973162,0.000426188
chi2,70,Perceptron,l1,1.00E-05,TRUE,1.00E-06,,0.901973162,0.000426188
chi2,70,Perceptron,l1,1.00E-05,TRUE,1.00E-05,,0.901973162,0.000426188
chi2,70,Perceptron,l1,1.00E-05,TRUE,0.0001,,0.901973162,0.000426188
chi2,70,Perceptron,l1,1.00E-05,TRUE,0.001,,0.901973162,0.000426188
mutual_info_classif,115,Perceptron,l2,1.00E-06,FALSE,1.00E-07,balanced,0.901943102,0.000500294
mutual_info_classif,115,Perceptron,l2,1.00E-06,FALSE,1.00E-06,balanced,0.901943102,0.000500294
mutual_info_classif,115,Perceptron,l2,1.00E-06,FALSE,1.00E-05,balanced,0.901943102,0.000500294
mutual_info_classif,115,Perceptron,l2,1.00E-06,FALSE,0.0001,balanced,0.901943102,0.000500294
mutual_info_classif,115,Perceptron,l2,1.00E-06,FALSE,0.001,balanced,0.901943102,0.000500294
mutual_info_classif,115,Perceptron,l2,1.00E-06,FALSE,0.01,balanced,0.901943102,0.000500294
chi2,140,Perceptron,l1,1.00E-05,TRUE,1.00E-07,,0.901943102,0.000554078
chi2,140,Perceptron,l1,1.00E-05,TRUE,1.00E-06,,0.901943102,0.000554078
chi2,140,Perceptron,l1,1.00E-05,TRUE,1.00E-05,,0.901943102,0.000554078
chi2,140,Perceptron,l1,1.00E-05,TRUE,0.0001,,0.901943102,0.000554078
chi2,140,Perceptron,l1,1.00E-05,TRUE,0.001,,0.901943102,0.000554078
chi2,140,Perceptron,l1,1.00E-05,TRUE,0.01,,0.901943102,0.000554078
chi2,140,Perceptron,l1,1.00E-06,TRUE,1.00E-07,,0.901053315,0.000476327
chi2,140,Perceptron,l1,1.00E-06,TRUE,1.00E-06,,0.901053315,0.000476327
chi2,140,Perceptron,l1,1.00E-06,TRUE,1.00E-05,,0.901053315,0.000476327
chi2,140,Perceptron,l1,1.00E-06,TRUE,0.0001,,0.901053315,0.000476327
chi2,140,Perceptron,l1,1.00E-06,TRUE,0.001,,0.901053315,0.000476327
chi2,140,Perceptron,l1,1.00E-06,TRUE,0.01,,0.901053315,0.000476327
chi2,140,Perceptron,l2,1.00E-07,FALSE,1.00E-07,,0.901053315,0.000476327
chi2,140,Perceptron,l2,1.00E-07,FALSE,1.00E-06,,0.901053315,0.000476327
chi2,140,Perceptron,l2,1.00E-07,FALSE,1.00E-05,,0.901053315,0.000476327
chi2,140,Perceptron,l2,1.00E-07,FALSE,0.0001,,0.901053315,0.000476327
chi2,140,Perceptron,l2,1.00E-07,FALSE,0.001,,0.901053315,0.000476327
f_classif,70,Perceptron,l1,0.0001,TRUE,0.01,,0.901041291,0.000871979
f_classif,140,Perceptron,l1,1.00E-05,TRUE,0.01,,0.901017243,0.000468935
f_classif,140,Perceptron,l2,1.00E-06,FALSE,0.01,,0.901017243,0.000827499
f_classif,187,Perceptron,l1,1.00E-05,FALSE,1.00E-07,,0.901017243,0.000696025
f_classif,187,Perceptron,l1,1.00E-05,FALSE,1.00E-06,,0.901017243,0.000696025
f_classif,187,Perceptron,l1,1.00E-05,FALSE,1.00E-05,,0.901017243,0.000696025
f_classif,187,Perceptron,l1,1.00E-05,FALSE,0.0001,,0.901017243,0.000696025
f_classif,187,Perceptron,l1,1.00E-05,FALSE,0.001,,0.901017243,0.000696025
mutual_info_classif,187,Perceptron,l1,1.00E-05,FALSE,1.00E-07,,0.901017243,0.000696025
mutual_info_classif,187,Perceptron,l1,1.00E-05,FALSE,1.00E-06,,0.901017243,0.000696025
mutual_info_classif,187,Perceptron,l1,1.00E-05,FALSE,1.00E-05,,0.901017243,0.000696025
mutual_info_classif,187,Perceptron,l1,1.00E-05,FALSE,0.0001,,0.901017243,0.000696025
mutual_info_classif,187,Perceptron,l1,1.00E-05,FALSE,0.001,,0.901017243,0.000696025
f_classif,50,Perceptron,l2,0.0001,TRUE,1.00E-07,,0.901011231,0.000613373
f_classif,50,Perceptron,l2,0.0001,TRUE,1.00E-06,,0.901011231,0.000613373
f_classif,50,Perceptron,l2,0.0001,TRUE,1.00E-05,,0.901011231,0.000613373
f_classif,50,Perceptron,l2,0.0001,TRUE,0.0001,,0.901011231,0.000613373
f_classif,50,Perceptron,l2,0.0001,TRUE,0.001,,0.901011231,0.000613373
f_classif,50,Perceptron,l2,0.0001,TRUE,0.01,,0.901011231,0.000613373
mutual_info_classif,98,Perceptron,l2,1.00E-05,TRUE,0.01,,0.901011231,0.000499827
mutual_info_classif,70,Perceptron,l1,0.001,FALSE,0.01,,0.900999206,0.000484141
f_classif,50,Perceptron,None,1.00E-07,FALSE,1.00E-07,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-07,FALSE,1.00E-06,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-07,FALSE,1.00E-05,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-07,FALSE,0.0001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-07,FALSE,0.001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-06,FALSE,1.00E-07,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-06,FALSE,1.00E-06,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-06,FALSE,1.00E-05,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-06,FALSE,0.0001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-06,FALSE,0.001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-05,FALSE,1.00E-07,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-05,FALSE,1.00E-06,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-05,FALSE,1.00E-05,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-05,FALSE,0.0001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,1.00E-05,FALSE,0.001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.0001,FALSE,1.00E-07,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.0001,FALSE,1.00E-06,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.0001,FALSE,1.00E-05,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.0001,FALSE,0.0001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.0001,FALSE,0.001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.001,FALSE,1.00E-07,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.001,FALSE,1.00E-06,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.001,FALSE,1.00E-05,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.001,FALSE,0.0001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.001,FALSE,0.001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.01,FALSE,1.00E-07,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.01,FALSE,1.00E-06,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.01,FALSE,1.00E-05,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.01,FALSE,0.0001,,0.900957122,0.000267167
f_classif,50,Perceptron,None,0.01,FALSE,0.001,,0.900957122,0.000267167
f_classif,50,Perceptron,l1,1.00E-07,FALSE,1.00E-07,,0.900957122,0.000267167
f_classif,50,Perceptron,l1,1.00E-07,FALSE,1.00E-06,,0.900957122,0.000267167
f_classif,50,Perceptron,l1,1.00E-07,FALSE,1.00E-05,,0.900957122,0.000267167
f_classif,50,Perceptron,l1,1.00E-07,FALSE,0.0001,,0.900957122,0.000267167
f_classif,50,Perceptron,l1,1.00E-07,FALSE,0.001,,0.900957122,0.000267167
mutual_info_classif,140,Perceptron,l2,1.00E-05,FALSE,1.00E-07,balanced,0.900957122,0.000482305
mutual_info_classif,140,Perceptron,l2,1.00E-05,FALSE,1.00E-06,balanced,0.900957122,0.000482305
mutual_info_classif,140,Perceptron,l2,1.00E-05,FALSE,1.00E-05,balanced,0.900957122,0.000482305
mutual_info_classif,140,Perceptron,l2,1.00E-05,FALSE,0.0001,balanced,0.900957122,0.000482305
mutual_info_classif,140,Perceptron,l2,1.00E-05,FALSE,0.001,balanced,0.900957122,0.000482305
mutual_info_classif,140,Perceptron,l2,1.00E-05,FALSE,0.01,balanced,0.900957122,0.000482305
f_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-07,,0.900909025,0.001071899
f_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-06,,0.900909025,0.001071899
f_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-05,,0.900909025,0.001071899
f_classif,187,Perceptron,l2,1.00E-06,FALSE,0.0001,,0.900909025,0.001071899
f_classif,187,Perceptron,l2,1.00E-06,FALSE,0.001,,0.900909025,0.001071899
f_classif,187,Perceptron,l2,1.00E-06,FALSE,0.01,,0.900909025,0.001071899
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-07,,0.900909025,0.001071899
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-06,,0.900909025,0.001071899
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-05,,0.900909025,0.001071899
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,0.0001,,0.900909025,0.001071899
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,0.001,,0.900909025,0.001071899
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,0.01,,0.900909025,0.001071899
mutual_info_classif,50,Perceptron,l2,1.00E-06,FALSE,1.00E-07,,0.900049299,0.000341149
mutual_info_classif,50,Perceptron,l2,1.00E-06,FALSE,1.00E-06,,0.900049299,0.000341149
mutual_info_classif,50,Perceptron,l2,1.00E-06,FALSE,1.00E-05,,0.900049299,0.000341149
mutual_info_classif,50,Perceptron,l2,1.00E-06,FALSE,0.0001,,0.900049299,0.000341149
mutual_info_classif,50,Perceptron,l2,1.00E-06,FALSE,0.001,,0.900049299,0.000341149
f_classif,140,Perceptron,l1,1.00E-06,FALSE,0.01,,0.900049299,0.00073557
chi2,50,Perceptron,l1,0.001,TRUE,1.00E-07,,0.900043287,0.00140553
chi2,50,Perceptron,l1,0.001,TRUE,1.00E-06,,0.900043287,0.00140553
chi2,50,Perceptron,l1,0.001,TRUE,1.00E-05,,0.900043287,0.00140553
chi2,50,Perceptron,l1,0.001,TRUE,0.0001,,0.900043287,0.00140553
chi2,50,Perceptron,l1,0.001,TRUE,0.001,,0.900043287,0.00140553
f_classif,115,Tree,gini,best,None,,,0.900031263,0.000845275
f_classif,98,Perceptron,l2,1.00E-06,TRUE,1.00E-07,,0.900025251,0.000332189
f_classif,98,Perceptron,l2,1.00E-06,TRUE,1.00E-06,,0.900025251,0.000332189
f_classif,98,Perceptron,l2,1.00E-06,TRUE,1.00E-05,,0.900025251,0.000332189
f_classif,98,Perceptron,l2,1.00E-06,TRUE,0.0001,,0.900025251,0.000332189
f_classif,98,Perceptron,l2,1.00E-06,TRUE,0.001,,0.900025251,0.000332189
f_classif,98,Perceptron,l2,1.00E-06,TRUE,0.01,,0.900025251,0.000332189
mutual_info_classif,50,Perceptron,l1,0.001,FALSE,1.00E-07,,0.900019239,0.000530327
mutual_info_classif,50,Perceptron,l1,0.001,FALSE,1.00E-06,,0.900019239,0.000530327
mutual_info_classif,50,Perceptron,l1,0.001,FALSE,1.00E-05,,0.900019239,0.000530327
mutual_info_classif,50,Perceptron,l1,0.001,FALSE,0.0001,,0.900019239,0.000530327
mutual_info_classif,50,Perceptron,l1,0.001,FALSE,0.001,,0.900019239,0.000530327
mutual_info_classif,50,Perceptron,l1,0.001,FALSE,0.01,,0.900019239,4.63E-05
chi2,50,Tree,entropy,random,None,,,0.900013227,3.53E-05
chi2,70,Perceptron,l1,1.00E-07,TRUE,1.00E-07,,0.900013227,5.92E-05
chi2,70,Perceptron,l1,1.00E-07,TRUE,1.00E-06,,0.900013227,5.92E-05
chi2,70,Perceptron,l1,1.00E-07,TRUE,1.00E-05,,0.900013227,5.92E-05
chi2,70,Perceptron,l1,1.00E-07,TRUE,0.0001,,0.900013227,5.92E-05
chi2,70,Perceptron,l1,1.00E-07,TRUE,0.001,,0.900013227,5.92E-05
chi2,98,Perceptron,l1,1.00E-06,FALSE,1.00E-07,,0.900013227,0.000202644
chi2,98,Perceptron,l1,1.00E-06,FALSE,1.00E-06,,0.900013227,0.000202644
chi2,98,Perceptron,l1,1.00E-06,FALSE,1.00E-05,,0.900013227,0.000202644
chi2,98,Perceptron,l1,1.00E-06,FALSE,0.0001,,0.900013227,0.000202644
chi2,98,Perceptron,l1,1.00E-06,FALSE,0.001,,0.900013227,0.000202644
f_classif,70,Tree,entropy,best,None,,,0.900001202,0.00025267
mutual_info_classif,140,Tree,gini,best,None,,,0.900001202,3.75E-05
mutual_info_classif,50,Perceptron,l1,0.0001,FALSE,1.00E-07,,0.89999519,0.000295719
mutual_info_classif,50,Perceptron,l1,0.0001,FALSE,1.00E-06,,0.89999519,0.000295719
mutual_info_classif,50,Perceptron,l1,0.0001,FALSE,1.00E-05,,0.89999519,0.000295719
mutual_info_classif,50,Perceptron,l1,0.0001,FALSE,0.0001,,0.89999519,0.000295719
mutual_info_classif,50,Perceptron,l1,0.0001,FALSE,0.001,,0.89999519,0.000295719
mutual_info_classif,50,Perceptron,l1,0.0001,FALSE,0.01,,0.89999519,0.000295719
mutual_info_classif,50,Perceptron,l2,0.0001,TRUE,1.00E-07,,0.89999519,9.85E-05
mutual_info_classif,50,Perceptron,l2,0.0001,TRUE,1.00E-06,,0.89999519,9.85E-05
mutual_info_classif,50,Perceptron,l2,0.0001,TRUE,1.00E-05,,0.89999519,9.85E-05
mutual_info_classif,70,Perceptron,l2,1.00E-07,TRUE,1.00E-07,balanced,0.899989178,5.20E-05
mutual_info_classif,70,Perceptron,l2,1.00E-07,TRUE,1.00E-06,balanced,0.899989178,5.20E-05
mutual_info_classif,70,Perceptron,l2,1.00E-07,TRUE,1.00E-05,balanced,0.899989178,5.20E-05
mutual_info_classif,70,Perceptron,l2,1.00E-07,TRUE,0.0001,balanced,0.899989178,5.20E-05
mutual_info_classif,70,Perceptron,l2,1.00E-07,TRUE,0.001,balanced,0.899989178,5.20E-05
mutual_info_classif,70,Perceptron,l2,1.00E-07,TRUE,0.01,balanced,0.899989178,5.20E-05
mutual_info_classif,85,Perceptron,l2,1.00E-05,TRUE,0.01,,0.899983166,0.000417891
chi2,115,Tree,entropy,random,None,,,0.899983166,0.000417891
mutual_info_classif,50,Perceptron,l2,1.00E-06,TRUE,1.00E-07,,0.899977154,0.000855577
mutual_info_classif,50,Perceptron,l2,1.00E-06,TRUE,1.00E-06,,0.899977154,0.000855577
mutual_info_classif,50,Perceptron,l2,1.00E-06,TRUE,1.00E-05,,0.899977154,0.000855577
mutual_info_classif,50,Perceptron,l2,1.00E-06,TRUE,0.0001,,0.899977154,0.000855577
mutual_info_classif,50,Perceptron,l2,1.00E-06,TRUE,0.001,,0.899977154,0.000855577
mutual_info_classif,50,Perceptron,l2,1.00E-06,TRUE,0.01,,0.899977154,0.000855577
chi2,115,Perceptron,l2,1.00E-06,TRUE,1.00E-07,,0.899977154,7.87E-05
chi2,115,Perceptron,l2,1.00E-06,TRUE,1.00E-06,,0.899977154,7.87E-05
chi2,115,Perceptron,l2,1.00E-06,TRUE,1.00E-05,,0.899977154,7.87E-05
chi2,115,Perceptron,l2,1.00E-06,TRUE,0.0001,,0.899977154,7.87E-05
chi2,115,Perceptron,l2,1.00E-06,TRUE,0.001,,0.899977154,7.87E-05
chi2,115,Perceptron,l2,1.00E-06,TRUE,0.01,,0.899977154,7.87E-05
f_classif,140,Tree,entropy,best,balanced,,,0.899977154,6.67E-05
f_classif,98,Tree,entropy,best,None,,,0.899959118,0.00069298
mutual_info_classif,85,Perceptron,l1,0.0001,TRUE,1.00E-07,,0.899069331,0.001534613
mutual_info_classif,85,Perceptron,l1,0.0001,TRUE,1.00E-06,,0.899069331,0.001534613
mutual_info_classif,85,Perceptron,l1,0.0001,TRUE,1.00E-05,,0.899069331,0.001534613
mutual_info_classif,85,Perceptron,l1,0.0001,TRUE,0.0001,,0.899069331,0.001534613
mutual_info_classif,85,Perceptron,l1,0.0001,TRUE,0.001,,0.899069331,0.001534613
f_classif,98,Perceptron,l1,1.00E-05,FALSE,1.00E-07,,0.899063319,0.000554949
f_classif,98,Perceptron,l1,1.00E-05,FALSE,1.00E-06,,0.899063319,0.000554949
f_classif,98,Perceptron,l1,1.00E-05,FALSE,1.00E-05,,0.899063319,0.000554949
f_classif,98,Perceptron,l1,1.00E-05,FALSE,0.0001,,0.899063319,0.000554949
f_classif,98,Perceptron,l1,1.00E-05,FALSE,0.001,,0.899063319,0.000554949
chi2,85,Perceptron,l1,1.00E-05,TRUE,1.00E-07,,0.899057307,0.000423959
chi2,85,Perceptron,l1,1.00E-05,TRUE,1.00E-06,,0.899057307,0.000423959
chi2,85,Perceptron,l1,1.00E-05,TRUE,1.00E-05,,0.899057307,0.000423959
chi2,85,Perceptron,l1,1.00E-05,TRUE,0.0001,,0.899057307,0.000423959
chi2,85,Perceptron,l1,1.00E-05,TRUE,0.001,,0.899057307,0.000423959
mutual_info_classif,50,Perceptron,l2,1.00E-07,FALSE,1.00E-07,,0.899051295,0.000382682
mutual_info_classif,50,Perceptron,l2,1.00E-07,FALSE,1.00E-06,,0.899051295,0.000382682
mutual_info_classif,50,Perceptron,l2,1.00E-07,FALSE,1.00E-05,,0.899051295,0.000382682
mutual_info_classif,50,Perceptron,l2,1.00E-07,FALSE,0.0001,,0.899051295,0.000382682
mutual_info_classif,50,Perceptron,l2,1.00E-07,FALSE,0.001,,0.899051295,0.000382682
mutual_info_classif,50,Perceptron,l2,1.00E-07,FALSE,0.01,,0.899051295,0.000382682
mutual_info_classif,70,Perceptron,l2,1.00E-05,TRUE,1.00E-07,,0.899045283,0.000508807
mutual_info_classif,70,Perceptron,l2,1.00E-05,TRUE,1.00E-06,,0.899045283,0.000508807
mutual_info_classif,70,Perceptron,l2,1.00E-05,TRUE,1.00E-05,,0.899045283,0.000508807
mutual_info_classif,70,Perceptron,l2,1.00E-05,TRUE,0.0001,,0.899045283,0.000508807
mutual_info_classif,70,Perceptron,l2,1.00E-05,TRUE,0.001,,0.899045283,0.000508807
f_classif,98,Perceptron,l1,1.00E-06,TRUE,1.00E-07,,0.899045283,0.000688089
f_classif,98,Perceptron,l1,1.00E-06,TRUE,1.00E-06,,0.899045283,0.000688089
f_classif,98,Perceptron,l1,1.00E-06,TRUE,1.00E-05,,0.899045283,0.000688089
f_classif,98,Perceptron,l1,1.00E-06,TRUE,0.0001,,0.899045283,0.000688089
f_classif,98,Perceptron,l1,1.00E-06,TRUE,0.001,,0.899045283,0.000688089
mutual_info_classif,50,Perceptron,l1,1.00E-05,FALSE,1.00E-07,,0.899021235,0.000392518
mutual_info_classif,50,Perceptron,l1,1.00E-05,FALSE,1.00E-06,,0.899021235,0.000392518
mutual_info_classif,50,Perceptron,l1,1.00E-05,FALSE,1.00E-05,,0.899021235,0.000392518
mutual_info_classif,50,Perceptron,l1,1.00E-05,FALSE,0.0001,,0.899021235,0.000392518
mutual_info_classif,50,Perceptron,l1,1.00E-05,FALSE,0.001,,0.899021235,0.000392518
mutual_info_classif,50,Perceptron,l1,1.00E-05,FALSE,0.01,,0.899021235,0.000392518
f_classif,50,Perceptron,l1,1.00E-06,FALSE,0.001,,0.899015223,0.000124583
f_classif,50,Perceptron,l1,1.00E-06,FALSE,0.01,,0.899015223,0.000124583
chi2,50,Tree,entropy,best,None,,,0.899015223,0.000626573
f_classif,70,Tree,gini,best,None,,,0.899015223,0.000411434
f_classif,98,Tree,gini,best,balanced,,,0.899015223,0.000321793
chi2,70,Perceptron,None,1.00E-07,TRUE,1.00E-07,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-07,TRUE,1.00E-06,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-07,TRUE,1.00E-05,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-07,TRUE,0.0001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-07,TRUE,0.001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-06,TRUE,1.00E-07,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-06,TRUE,1.00E-06,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-06,TRUE,1.00E-05,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-06,TRUE,0.0001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-06,TRUE,0.001,,0.89900921,4.80E-05
chi2,70,Perceptron,None,1.00E-05,TRUE,1.00E-07,,0.89900921,4.80E-05
