Selection,Features,Classifier,Param1,Param2,Param3,Param4,Param5,Accuracy,Var
chi2,187,Perceptron,l1,1.00E-05,TRUE,1.00E-06,,0.868966886,0.000997626
chi2,187,Perceptron,l1,1.00E-05,TRUE,1.00E-05,,0.868966886,0.000997626
chi2,187,Perceptron,l1,1.00E-05,TRUE,0.0001,,0.868966886,0.000997626
chi2,187,Perceptron,l1,1.00E-05,TRUE,0.001,,0.868966886,0.000997626
chi2,140,Perceptron,l2,0.001,TRUE,1.00E-07,balanced,0.868960873,0.001125122
chi2,140,Perceptron,l2,0.001,TRUE,1.00E-06,balanced,0.868960873,0.001125122
chi2,140,Perceptron,l2,0.001,TRUE,1.00E-05,balanced,0.868960873,0.001125122
chi2,140,Perceptron,l2,0.001,TRUE,0.0001,balanced,0.868960873,0.001125122
chi2,140,Perceptron,l2,0.001,TRUE,0.001,balanced,0.868960873,0.001125122
chi2,140,Perceptron,l2,0.001,TRUE,0.01,balanced,0.868960873,0.001125122
f_classif,85,Perceptron,l1,0.0001,TRUE,1.00E-07,,0.86883462,0.00363396
f_classif,85,Perceptron,l1,0.0001,TRUE,1.00E-06,,0.86883462,0.00363396
f_classif,85,Perceptron,l1,0.0001,TRUE,1.00E-05,,0.86883462,0.00363396
f_classif,85,Perceptron,l1,0.0001,TRUE,0.0001,,0.86883462,0.00363396
f_classif,85,Perceptron,l1,0.0001,TRUE,0.001,,0.86883462,0.00363396
f_classif,50,Perceptron,l1,0.0001,TRUE,0.01,,0.868756463,0.007415279
mutual_info_classif,85,Perceptron,l1,0.0001,FALSE,1.00E-07,,0.868119183,0.001799487
mutual_info_classif,85,Perceptron,l1,0.0001,FALSE,1.00E-06,,0.868119183,0.001799487
mutual_info_classif,85,Perceptron,l1,0.0001,FALSE,1.00E-05,,0.868119183,0.001799487
mutual_info_classif,85,Perceptron,l1,0.0001,FALSE,0.0001,,0.868119183,0.001799487
mutual_info_classif,85,Perceptron,l1,0.0001,FALSE,0.001,,0.868119183,0.001799487
f_classif,140,Perceptron,l1,0.001,FALSE,0.01,,0.868107159,0.004596728
chi2,187,Perceptron,l1,0.0001,FALSE,1.00E-07,,0.868071087,0.001014134
chi2,187,Perceptron,l1,0.0001,FALSE,1.00E-06,,0.868071087,0.001014134
chi2,187,Perceptron,l1,0.0001,FALSE,1.00E-05,,0.868071087,0.001014134
chi2,187,Perceptron,l1,0.0001,FALSE,0.0001,,0.868071087,0.001014134
chi2,187,Perceptron,l1,0.0001,FALSE,0.001,,0.868071087,0.001014134
chi2,187,Perceptron,l1,0.0001,FALSE,0.01,,0.868071087,0.001014134
chi2,85,Perceptron,None,1.00E-07,FALSE,1.00E-07,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-07,FALSE,1.00E-06,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-07,FALSE,1.00E-05,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-07,FALSE,0.0001,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-07,FALSE,0.001,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-06,FALSE,1.00E-07,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-06,FALSE,1.00E-06,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-06,FALSE,1.00E-05,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-06,FALSE,0.0001,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-06,FALSE,0.001,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-05,FALSE,1.00E-07,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-05,FALSE,1.00E-06,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-05,FALSE,1.00E-05,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-05,FALSE,0.0001,,0.868065075,0.003040783
chi2,85,Perceptron,None,1.00E-05,FALSE,0.001,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.0001,FALSE,1.00E-07,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.0001,FALSE,1.00E-06,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.0001,FALSE,1.00E-05,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.0001,FALSE,0.0001,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.0001,FALSE,0.001,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.001,FALSE,1.00E-07,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.001,FALSE,1.00E-06,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.001,FALSE,1.00E-05,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.001,FALSE,0.0001,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.001,FALSE,0.001,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.01,FALSE,1.00E-07,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.01,FALSE,1.00E-06,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.01,FALSE,1.00E-05,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.01,FALSE,0.0001,,0.868065075,0.003040783
chi2,85,Perceptron,None,0.01,FALSE,0.001,,0.868065075,0.003040783
chi2,85,Perceptron,l1,1.00E-07,FALSE,1.00E-07,,0.868059063,0.002826478
chi2,85,Perceptron,l1,1.00E-07,FALSE,1.00E-06,,0.868059063,0.002826478
chi2,85,Perceptron,l1,1.00E-07,FALSE,1.00E-05,,0.868059063,0.002826478
chi2,85,Perceptron,l1,1.00E-07,FALSE,0.0001,,0.868059063,0.002826478
chi2,85,Perceptron,l1,1.00E-07,FALSE,0.001,,0.868059063,0.002826478
chi2,50,Perceptron,l1,0.0001,FALSE,1.00E-07,,0.868053051,0.00047281
chi2,50,Perceptron,l1,0.0001,FALSE,1.00E-06,,0.868053051,0.00047281
chi2,50,Perceptron,l1,0.0001,FALSE,1.00E-05,,0.868053051,0.00047281
chi2,50,Perceptron,l1,0.0001,FALSE,0.0001,,0.868053051,0.00047281
chi2,50,Perceptron,l1,0.0001,FALSE,0.001,,0.868053051,0.00047281
chi2,98,Perceptron,l2,1.00E-06,TRUE,1.00E-07,balanced,0.868053051,0.000783566
chi2,98,Perceptron,l2,1.00E-06,TRUE,1.00E-06,balanced,0.868053051,0.000783566
chi2,98,Perceptron,l2,1.00E-06,TRUE,1.00E-05,balanced,0.868053051,0.000783566
chi2,98,Perceptron,l2,1.00E-06,TRUE,0.0001,balanced,0.868053051,0.000783566
chi2,98,Perceptron,l2,1.00E-06,TRUE,0.001,balanced,0.868053051,0.000783566
chi2,98,Perceptron,l2,1.00E-06,TRUE,0.01,balanced,0.868053051,0.000783566
chi2,98,Perceptron,l2,0.001,FALSE,1.00E-07,,0.868041026,0.000642167
chi2,98,Perceptron,l2,0.001,FALSE,1.00E-06,,0.868041026,0.000642167
chi2,98,Perceptron,l2,0.001,FALSE,1.00E-05,,0.868041026,0.000642167
chi2,98,Perceptron,l2,0.001,FALSE,0.0001,,0.868041026,0.000642167
chi2,98,Perceptron,l2,0.001,FALSE,0.001,,0.868041026,0.000642167
chi2,70,Perceptron,l1,1.00E-05,TRUE,1.00E-07,balanced,0.868035014,0.001880335
chi2,70,Perceptron,l1,1.00E-05,TRUE,1.00E-06,balanced,0.868035014,0.001880335
chi2,70,Perceptron,l1,1.00E-05,TRUE,1.00E-05,balanced,0.868035014,0.001880335
chi2,70,Perceptron,l1,1.00E-05,TRUE,0.0001,balanced,0.868035014,0.001880335
chi2,70,Perceptron,l1,1.00E-05,TRUE,0.001,balanced,0.868035014,0.001880335
chi2,70,Perceptron,l1,1.00E-05,TRUE,0.01,balanced,0.868035014,0.001880335
mutual_info_classif,85,Perceptron,l2,1.00E-05,FALSE,1.00E-07,balanced,0.868035014,0.001683125
mutual_info_classif,85,Perceptron,l2,1.00E-05,FALSE,1.00E-06,balanced,0.868035014,0.001683125
mutual_info_classif,85,Perceptron,l2,1.00E-05,FALSE,1.00E-05,balanced,0.868035014,0.001683125
mutual_info_classif,85,Perceptron,l2,1.00E-05,FALSE,0.0001,balanced,0.868035014,0.001683125
mutual_info_classif,85,Perceptron,l2,1.00E-05,FALSE,0.001,balanced,0.868035014,0.001683125
mutual_info_classif,85,Perceptron,l2,1.00E-05,FALSE,0.01,balanced,0.868035014,0.001683125
f_classif,98,Perceptron,l2,1.00E-06,FALSE,1.00E-07,,0.868029002,0.002150452
f_classif,98,Perceptron,l2,1.00E-06,FALSE,1.00E-06,,0.868029002,0.002150452
f_classif,98,Perceptron,l2,1.00E-06,FALSE,1.00E-05,,0.868029002,0.002150452
f_classif,98,Perceptron,l2,1.00E-06,FALSE,0.0001,,0.868029002,0.002150452
f_classif,98,Perceptron,l2,1.00E-06,FALSE,0.001,,0.868029002,0.002150452
f_classif,98,Perceptron,l2,1.00E-06,FALSE,0.01,,0.868029002,0.002150452
f_classif,115,SVM,Polynomial,0.9,7,-1.666666667,,0.868016978,0.000109239
f_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-07,balanced,0.868010966,0.000875586
f_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-06,balanced,0.868010966,0.000875586
f_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-05,balanced,0.868010966,0.000875586
f_classif,187,Perceptron,l2,1.00E-06,FALSE,0.0001,balanced,0.868010966,0.000875586
f_classif,187,Perceptron,l2,1.00E-06,FALSE,0.001,balanced,0.868010966,0.000875586
f_classif,187,Perceptron,l2,1.00E-06,FALSE,0.01,balanced,0.868010966,0.000875586
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-07,balanced,0.868010966,0.000875586
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-06,balanced,0.868010966,0.000875586
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,1.00E-05,balanced,0.868010966,0.000875586
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,0.0001,balanced,0.868010966,0.000875586
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,0.001,balanced,0.868010966,0.000875586
mutual_info_classif,187,Perceptron,l2,1.00E-06,FALSE,0.01,balanced,0.868010966,0.000875586
f_classif,115,SVM,Polynomial,0.78,9,-1,,0.867998942,6.12E-06
f_classif,115,SVM,Polynomial,0.790909091,9,-1,,0.867998942,6.12E-06
f_classif,115,SVM,Polynomial,0.801818182,9,-1,,0.867998942,6.12E-06
f_classif,140,Bayes,Multinomial,0.600004,TRUE,,,0.867998942,1.40E-07
chi2,140,Bayes,Multinomial,0.600004,TRUE,,,0.867998942,6.12E-06
f_classif,187,SVM,Polynomial,0.878181818,7,-1.666666667,,0.867998942,6.12E-06
f_classif,187,SVM,Polynomial,0.889090909,7,-1.666666667,,0.867998942,6.12E-06
mutual_info_classif,187,SVM,Polynomial,0.878181818,7,-1.666666667,,0.867998942,6.12E-06
mutual_info_classif,187,SVM,Polynomial,0.889090909,7,-1.666666667,,0.867998942,6.12E-06
f_classif,115,SVM,Polynomial,0.834545455,9,-1,,0.86799293,4.36E-05
mutual_info_classif,140,SVM,Polynomial,0.889090909,11,-1,,0.86799293,7.74E-06
chi2,140,SVM,Polynomial,0.78,9,-1,,0.86799293,1.97E-05
chi2,140,SVM,Polynomial,0.790909091,9,-1,,0.86799293,1.97E-05
chi2,140,SVM,Polynomial,0.801818182,9,-1,,0.86799293,1.97E-05
f_classif,187,SVM,Polynomial,0.78,11,-1,,0.86799293,1.97E-05
f_classif,187,SVM,Polynomial,0.790909091,11,-1,,0.86799293,1.97E-05
f_classif,187,SVM,Polynomial,0.801818182,11,-1,,0.86799293,1.97E-05
f_classif,187,SVM,Polynomial,0.812727273,11,-1,,0.86799293,1.97E-05
f_classif,187,SVM,Polynomial,0.889090909,9,-1,,0.86799293,1.97E-05
f_classif,187,SVM,Polynomial,0.9,9,-1,,0.86799293,1.97E-05
mutual_info_classif,187,SVM,Polynomial,0.78,11,-1,,0.86799293,1.97E-05
mutual_info_classif,187,SVM,Polynomial,0.790909091,11,-1,,0.86799293,1.97E-05
mutual_info_classif,187,SVM,Polynomial,0.801818182,11,-1,,0.86799293,1.97E-05
mutual_info_classif,187,SVM,Polynomial,0.812727273,11,-1,,0.86799293,1.97E-05
mutual_info_classif,187,SVM,Polynomial,0.889090909,9,-1,,0.86799293,1.97E-05
mutual_info_classif,187,SVM,Polynomial,0.9,9,-1,,0.86799293,1.97E-05
chi2,187,SVM,Polynomial,0.78,11,-1,,0.86799293,1.97E-05
chi2,187,SVM,Polynomial,0.790909091,11,-1,,0.86799293,1.97E-05
chi2,187,SVM,Polynomial,0.801818182,11,-1,,0.86799293,1.97E-05
chi2,187,SVM,Polynomial,0.812727273,11,-1,,0.86799293,1.97E-05
chi2,187,SVM,Polynomial,0.878181818,9,-1,,0.86799293,1.97E-05
chi2,187,SVM,Polynomial,0.889090909,9,-1,,0.86799293,1.97E-05
chi2,187,SVM,Polynomial,0.9,7,-1.666666667,,0.86799293,1.97E-05
chi2,187,SVM,Polynomial,0.9,9,-1,,0.86799293,1.97E-05
chi2,85,Perceptron,l2,1.00E-07,TRUE,1.00E-07,balanced,0.867830604,0.00396935
chi2,85,Perceptron,l2,1.00E-07,TRUE,1.00E-06,balanced,0.867830604,0.00396935
chi2,85,Perceptron,l2,1.00E-07,TRUE,1.00E-05,balanced,0.867830604,0.00396935
chi2,85,Perceptron,l2,1.00E-07,TRUE,0.0001,balanced,0.867830604,0.00396935
chi2,85,Perceptron,l2,1.00E-07,TRUE,0.001,balanced,0.867830604,0.00396935
chi2,85,Perceptron,l2,1.00E-07,TRUE,0.01,balanced,0.867830604,0.00396935
chi2,85,Perceptron,l1,0.001,TRUE,1.00E-07,,0.867097131,0.004204691
chi2,85,Perceptron,l1,0.001,TRUE,1.00E-06,,0.867097131,0.004204691
chi2,85,Perceptron,l1,0.001,TRUE,1.00E-05,,0.867097131,0.004204691
chi2,85,Perceptron,l1,0.001,TRUE,0.0001,,0.867097131,0.004204691
f_classif,70,Perceptron,l2,1.00E-05,FALSE,1.00E-07,,0.867079095,0.002718246
f_classif,70,Perceptron,l2,1.00E-05,FALSE,1.00E-06,,0.867079095,0.002718246
f_classif,70,Perceptron,l2,1.00E-05,FALSE,1.00E-05,,0.867079095,0.002718246
f_classif,70,Perceptron,l2,1.00E-05,FALSE,0.0001,,0.867079095,0.002718246
f_classif,70,Perceptron,l2,1.00E-05,FALSE,0.001,,0.867079095,0.002718246
f_classif,70,Perceptron,l2,1.00E-05,FALSE,0.01,,0.867079095,0.002718246
chi2,50,Perceptron,l1,1.00E-05,FALSE,1.00E-07,,0.867043022,0.000828973
chi2,50,Perceptron,l1,1.00E-05,FALSE,1.00E-06,,0.867043022,0.000828973
chi2,50,Perceptron,l1,1.00E-05,FALSE,1.00E-05,,0.867043022,0.000828973
chi2,50,Perceptron,l1,1.00E-05,FALSE,0.0001,,0.867043022,0.000828973
mutual_info_classif,70,Perceptron,l2,0.001,TRUE,0.01,,0.86703701,0.000961556
chi2,98,Perceptron,l2,0.01,FALSE,1.00E-07,,0.867024986,0.000258815
chi2,98,Perceptron,l2,0.01,FALSE,1.00E-06,,0.867024986,0.000258815
chi2,98,Perceptron,l2,0.01,FALSE,1.00E-05,,0.867024986,0.000258815
chi2,98,Perceptron,l2,0.01,FALSE,0.0001,,0.867024986,0.000258815
chi2,98,Perceptron,l2,0.01,FALSE,0.001,,0.867024986,0.000258815
f_classif,85,Perceptron,l1,1.00E-07,TRUE,1.00E-07,,0.86700695,0.001015994
f_classif,85,Perceptron,l1,1.00E-07,TRUE,1.00E-06,,0.86700695,0.001015994
f_classif,85,Perceptron,l1,1.00E-07,TRUE,1.00E-05,,0.86700695,0.001015994
f_classif,85,Perceptron,l1,1.00E-07,TRUE,0.0001,,0.86700695,0.001015994
f_classif,85,Perceptron,l1,1.00E-07,TRUE,0.001,,0.86700695,0.001015994
f_classif,85,Perceptron,l1,1.00E-07,TRUE,0.01,,0.86700695,0.001015994
f_classif,85,Perceptron,l2,1.00E-07,TRUE,1.00E-07,,0.86700695,0.001015994
f_classif,85,Perceptron,l2,1.00E-07,TRUE,1.00E-06,,0.86700695,0.001015994
f_classif,85,Perceptron,l2,1.00E-07,TRUE,1.00E-05,,0.86700695,0.001015994
f_classif,85,Perceptron,l2,1.00E-07,TRUE,0.0001,,0.86700695,0.001015994
f_classif,85,Perceptron,l2,1.00E-07,TRUE,0.001,,0.86700695,0.001015994
f_classif,85,Perceptron,l2,1.00E-07,TRUE,0.01,,0.86700695,0.001015994
mutual_info_classif,140,Perceptron,l2,1.00E-07,FALSE,1.00E-07,balanced,0.86700695,0.000298865
mutual_info_classif,140,Perceptron,l2,1.00E-07,FALSE,1.00E-06,balanced,0.86700695,0.000298865
mutual_info_classif,140,Perceptron,l2,1.00E-07,FALSE,1.00E-05,balanced,0.86700695,0.000298865
mutual_info_classif,140,Perceptron,l2,1.00E-07,FALSE,0.0001,balanced,0.86700695,0.000298865
mutual_info_classif,140,Perceptron,l2,1.00E-07,FALSE,0.001,balanced,0.86700695,0.000298865
mutual_info_classif,140,Perceptron,l2,1.00E-07,FALSE,0.01,balanced,0.86700695,0.000298865
chi2,140,SVM,Polynomial,0.78,11,-1,,0.86700695,0.000101655
chi2,98,Bayes,Multinomial,0.400006,TRUE,,,0.866994926,3.22E-06
f_classif,140,Perceptron,l1,1.00E-06,TRUE,1.00E-07,balanced,0.866994926,0.001939466
f_classif,140,Perceptron,l1,1.00E-06,TRUE,1.00E-06,balanced,0.866994926,0.001939466
f_classif,140,Perceptron,l1,1.00E-06,TRUE,1.00E-05,balanced,0.866994926,0.001939466
f_classif,140,Perceptron,l1,1.00E-06,TRUE,0.0001,balanced,0.866994926,0.001939466
f_classif,140,Perceptron,l1,1.00E-06,TRUE,0.001,balanced,0.866994926,0.001939466
f_classif,140,Perceptron,l1,1.00E-06,TRUE,0.01,balanced,0.866994926,0.001939466
mutual_info_classif,140,SVM,Polynomial,0.9,11,-1,,0.866994926,3.22E-06
f_classif,187,SVM,Polynomial,0.823636364,11,-1,,0.866994926,9.19E-06
f_classif,187,SVM,Polynomial,0.834545455,11,-1,,0.866994926,9.19E-06
f_classif,187,SVM,Polynomial,0.9,7,-1.666666667,,0.866994926,9.19E-06
mutual_info_classif,187,SVM,Polynomial,0.823636364,11,-1,,0.866994926,9.19E-06
mutual_info_classif,187,SVM,Polynomial,0.834545455,11,-1,,0.866994926,9.19E-06
mutual_info_classif,187,SVM,Polynomial,0.9,7,-1.666666667,,0.866994926,9.19E-06
chi2,187,SVM,Polynomial,0.823636364,11,-1,,0.866994926,9.19E-06
mutual_info_classif,98,Perceptron,l2,0.0001,FALSE,0.01,,0.866898733,0.002626501
f_classif,70,Perceptron,l2,0.0001,FALSE,0.01,,0.866075079,0.001427707
chi2,85,Perceptron,l2,1.00E-07,FALSE,1.00E-07,,0.866069067,0.002868677
chi2,85,Perceptron,l2,1.00E-07,FALSE,1.00E-06,,0.866069067,0.002868677
chi2,85,Perceptron,l2,1.00E-07,FALSE,1.00E-05,,0.866069067,0.002868677
chi2,85,Perceptron,l2,1.00E-07,FALSE,0.0001,,0.866069067,0.002868677
chi2,85,Perceptron,l2,1.00E-07,FALSE,0.001,,0.866069067,0.002868677
mutual_info_classif,85,Perceptron,l1,0.0001,FALSE,0.01,balanced,0.86605103,0.003767731
chi2,50,Perceptron,l1,1.00E-06,TRUE,1.00E-07,balanced,0.86602097,0.000594309
chi2,50,Perceptron,l1,1.00E-06,TRUE,1.00E-06,balanced,0.86602097,0.000594309
chi2,50,Perceptron,l1,1.00E-06,TRUE,1.00E-05,balanced,0.86602097,0.000594309
chi2,50,Perceptron,l1,1.00E-06,TRUE,0.0001,balanced,0.86602097,0.000594309
f_classif,98,SVM,Polynomial,0.78,7,-1.666666667,,0.86602097,0.000175984
f_classif,98,SVM,Polynomial,0.790909091,7,-1.666666667,,0.86602097,0.000175984
f_classif,98,SVM,Polynomial,0.801818182,7,-1.666666667,,0.86602097,0.000175984
f_classif,98,SVM,Polynomial,0.812727273,7,-1.666666667,,0.86602097,0.000175984
f_classif,98,SVM,Polynomial,0.823636364,7,-1.666666667,,0.86602097,0.000175984
f_classif,98,SVM,Polynomial,0.834545455,7,-1.666666667,,0.86602097,0.000175984
f_classif,98,SVM,Polynomial,0.845454545,7,-1.666666667,,0.86602097,0.000175984
f_classif,98,SVM,Polynomial,0.856363636,7,-1.666666667,,0.86602097,0.000175984
f_classif,98,SVM,Polynomial,0.867272727,7,-1.666666667,,0.866014958,0.000123585
f_classif,98,SVM,Polynomial,0.878181818,7,-1.666666667,,0.866014958,0.000123585
f_classif,98,SVM,Polynomial,0.889090909,7,-1.666666667,,0.866014958,0.000123585
f_classif,187,SVM,Polynomial,0.845454545,11,-1,,0.865996922,1.46E-05
f_classif,187,SVM,Polynomial,0.856363636,11,-1,,0.865996922,1.46E-05
mutual_info_classif,187,SVM,Polynomial,0.845454545,11,-1,,0.865996922,1.46E-05
mutual_info_classif,187,SVM,Polynomial,0.856363636,11,-1,,0.865996922,1.46E-05
chi2,187,SVM,Polynomial,0.834545455,11,-1,,0.865996922,1.46E-05
chi2,187,SVM,Polynomial,0.845454545,11,-1,,0.865996922,1.46E-05
chi2,187,SVM,Polynomial,0.856363636,11,-1,,0.865996922,1.46E-05
f_classif,187,Bayes,Multinomial,1.00E-05,TRUE,,,0.865984898,0.000101717
mutual_info_classif,187,Bayes,Multinomial,1.00E-05,TRUE,,,0.865984898,0.000101717
chi2,187,Bayes,Multinomial,1.00E-05,TRUE,,,0.865984898,0.000101717
f_classif,70,Perceptron,l2,0.001,TRUE,1.00E-07,,0.865101123,0.004040673
f_classif,70,Perceptron,l2,0.001,TRUE,1.00E-06,,0.865101123,0.004040673
f_classif,70,Perceptron,l2,0.001,TRUE,1.00E-05,,0.865101123,0.004040673
f_classif,70,Perceptron,l2,0.001,TRUE,0.0001,,0.865101123,0.004040673
f_classif,70,Perceptron,l2,0.001,TRUE,0.001,,0.865101123,0.004040673
f_classif,70,Perceptron,l2,0.001,TRUE,0.01,,0.865101123,0.004040673
chi2,85,Perceptron,l2,0.0001,TRUE,1.00E-07,balanced,0.86503499,0.00015304
chi2,85,Perceptron,l2,0.0001,TRUE,1.00E-06,balanced,0.86503499,0.00015304
chi2,85,Perceptron,l2,0.0001,TRUE,1.00E-05,balanced,0.86503499,0.00015304
chi2,85,Perceptron,l2,0.0001,TRUE,0.0001,balanced,0.86503499,0.00015304
chi2,85,Perceptron,l2,0.0001,TRUE,0.001,balanced,0.86503499,0.00015304
chi2,85,Perceptron,l2,0.0001,TRUE,0.01,balanced,0.86503499,0.00015304
chi2,115,Perceptron,l2,1.00E-07,FALSE,1.00E-07,,0.865028978,0.000763829
chi2,115,Perceptron,l2,1.00E-07,FALSE,1.00E-06,,0.865028978,0.000763829
chi2,115,Perceptron,l2,1.00E-07,FALSE,1.00E-05,,0.865028978,0.000763829
f_classif,98,SVM,Polynomial,0.9,7,-1.666666667,,0.865016954,0.000156945
f_classif,140,SVM,Polynomial,0.78,9,-1,,0.864998918,2.41E-05
f_classif,140,SVM,Polynomial,0.845454545,9,-1,,0.864998918,2.41E-05
f_classif,140,SVM,Polynomial,0.856363636,9,-1,,0.864998918,2.41E-05
f_classif,140,SVM,Polynomial,0.867272727,9,-1,,0.864998918,2.41E-05
f_classif,140,SVM,Polynomial,0.878181818,9,-1,,0.864998918,2.41E-05
f_classif,140,SVM,Polynomial,0.889090909,9,-1,,0.864998918,2.41E-05
chi2,98,Bayes,Multinomial,0.200008,TRUE,,,0.864992906,7.79E-06
chi2,187,SVM,Polynomial,0.867272727,11,-1,,0.864992906,1.97E-05
f_classif,115,Bayes,Multinomial,1.00E-05,TRUE,,,0.864986894,2.15E-05
f_classif,98,Perceptron,l2,0.0001,FALSE,1.00E-07,balanced,0.864968857,0.001210371
f_classif,98,Perceptron,l2,0.0001,FALSE,1.00E-06,balanced,0.864968857,0.001210371
f_classif,98,Perceptron,l2,0.0001,FALSE,1.00E-05,balanced,0.864968857,0.001210371
f_classif,98,Perceptron,l2,0.0001,FALSE,0.0001,balanced,0.864968857,0.001210371
f_classif,98,Perceptron,l2,0.0001,FALSE,0.001,balanced,0.864968857,0.001210371
f_classif,98,Perceptron,l2,0.0001,FALSE,0.01,balanced,0.864968857,0.001210371
chi2,70,Perceptron,l1,1.00E-05,TRUE,0.01,,0.864890701,0.001517201
